e,edot,e_next,edot_next,dt
-2.454265594,0.00129585,-2.454125673,0.0012956826,0.007999999999995566
-2.454125673,0.0012956826,-2.453989327,0.0013416474,0.007999999999995566
-2.453989327,0.0013416474,-2.453846797,0.0014921745,0.007999999999995566
-2.453846797,0.0014921745,-2.45370756,0.0014647667,0.007999999999995566
-2.45370756,0.0014647667,-2.453571975,0.0015101657,0.007999999999995566
-2.453571975,0.0015101657,-2.453439385,0.0015785554,0.007999999999995566
-2.453439385,0.0015785554,-2.453304067,0.0015762076,0.007999999999995566
-2.453304067,0.0015762076,-2.45318453,0.0015973211,0.007999999999995566
-2.45318453,0.0015973211,-2.453068137,0.0015759588,0.007999999999995566
-2.453068137,0.0015759588,-2.45295465,0.0016332101,0.007999999999995566
-2.45295465,0.0016332101,-2.452845186,0.0015707749,0.007999999999995566
-2.452845186,0.0015707749,-2.452739015,0.0015507628,0.007999999999995566
-2.452739015,0.0015507628,-2.45263563,0.0015555868,0.007999999999995566
-2.45263563,0.0015555868,-2.452534795,0.0015862932,0.007999999999995566
-2.452534795,0.0015862932,-2.452448264,0.0015963106,0.007999999999995566
-2.452448264,0.0015963106,-2.45236957,0.0016308937,0.007999999999995566
-2.45236957,0.0016308937,-2.452292725,0.0016438626,0.007999999999995566
-2.452292725,0.0016438626,-2.452217832,0.0016285235,0.007999999999995566
-2.452217832,0.0016285235,-2.45216073,0.0016149681,0.007999999999995566
-2.45216073,0.0016149681,-2.45210497,0.0016579536,0.007999999999995566
-2.45210497,0.0016579536,-2.45205033,0.0016897998,0.007999999999995566
-2.45205033,0.0016897998,-2.451997086,0.001670737,0.007999999999995566
-2.451997086,0.001670737,-2.4519511,0.0016744031,0.007999999999995566
-2.4519511,0.0016744031,-2.451906294,0.0017111938,0.007999999999995566
-2.451906294,0.0017111938,-2.45186238,0.001726027,0.007999999999995566
-2.45186238,0.001726027,-2.451819643,0.001725354,0.007999999999995566
-2.451819643,0.001725354,-2.451806292,0.0017225937,0.007999999999995566
-2.451806292,0.0017225937,-2.451793313,0.0017035876,0.007999999999995566
-2.451793313,0.0017035876,-2.451781005,0.0016810324,0.007999999999995566
-2.451781005,0.0016810324,-2.4517689049999998,0.0017202712,0.007999999999995566
-2.4517689049999998,0.0017202712,-2.451795146,0.0016833047,0.007999999999995566
-2.451795146,0.0016833047,-2.451820955,0.0016801454,0.007999999999995566
-2.451820955,0.0016801454,-2.451846316,0.0016645816,0.007999999999995566
-2.451846316,0.0016645816,-2.451870933,0.001694397,0.007999999999995566
-2.451870933,0.001694397,-2.451895446,0.0015826616,0.007999999999995566
-2.451895446,0.0015826616,-2.451946124,0.0015339704,0.007999999999995566
-2.451946124,0.0015339704,-2.45199576,0.00155409,0.007999999999995566
-2.45199576,0.00155409,-2.452054366,0.0016007619,0.007999999999995566
-2.452054366,0.0016007619,-2.45211123,0.0016306742,0.007999999999995566
-2.45211123,0.0016306742,-2.452195436,0.0015725001,0.007999999999995566
-2.452195436,0.0015725001,-2.452277973,0.0015497033,0.007999999999995566
-2.452277973,0.0015497033,-2.452358842,0.0014891461,0.007999999999995566
-2.452358842,0.0014891461,-2.452438325,0.0014205901,0.007999999999995566
-2.452438325,0.0014205901,-2.45253554,0.0013775986,0.007999999999995566
-2.45253554,0.0013775986,-2.45263076,0.0013202915,0.007999999999995566
-2.45263076,0.0013202915,-2.45271769,0.0013165805,0.007999999999995566
-2.45271769,0.0013165805,-2.452802822,0.0012883365,0.007999999999995566
-2.452802822,0.0012883365,-2.452903062,0.0013027042,0.007999999999995566
-2.452903062,0.0013027042,-2.453000933,0.0012853798,0.007999999999995566
-2.453000933,0.0012853798,-2.453096792,0.0012483258,0.007999999999995566
-2.453096792,0.0012483258,-2.453190535,0.0012428587,0.007999999999995566
-2.453190535,0.0012428587,-2.45329532,0.0011806727,0.007999999999995566
-2.45329532,0.0011806727,-2.453396156,0.0010565639,0.007999999999995566
-2.453396156,0.0010565639,-2.453495592,0.00096805394,0.007999999999995566
-2.453495592,0.00096805394,-2.453593403,0.00086444,0.007999999999995566
-2.453593403,0.00086444,-2.45370443,0.00078986504,0.007999999999995566
-2.45370443,0.00078986504,-2.45381324,0.000740329,0.007999999999995566
-2.45381324,0.000740329,-2.453919947,0.0007068218,0.007999999999995566
-2.453919947,0.0007068218,-2.454024464,0.0006696795,0.007999999999995566
-2.454024464,0.0006696795,-2.45414801,0.0006601484,0.007999999999995566
-2.45414801,0.0006601484,-2.454271257,0.0005798751,0.007999999999995566
-2.454271257,0.0005798751,-2.454392016,0.0005605721,0.007999999999995566
-2.454392016,0.0005605721,-2.454510078,0.00055304193,0.007999999999995566
-2.454510078,0.00055304193,-2.454654843,0.0005377671,0.007999999999995566
-2.454654843,0.0005377671,-2.45479642,0.00048735397,0.007999999999995566
-2.45479642,0.00048735397,-2.454935044,0.00043567913,0.007999999999995566
-2.454935044,0.00043567913,-2.45507106,0.00032795788,0.007999999999995566
-2.45507106,0.00032795788,-2.45519896,0.0002443981,0.007999999999995566
-2.45519896,0.0002443981,-2.455356643,0.00016698276,0.007999999999995566
-2.455356643,0.00016698276,-2.455511183,0.00012709791,0.007999999999995566
-2.455511183,0.00012709791,-2.45566234,6.9186935e-05,0.007999999999995566
-2.45566234,6.9186935e-05,-2.45581059,2.110425e-05,0.007999999999995566
-2.45581059,2.110425e-05,-2.4559886,-3.6293837e-05,0.007999999999995566
-2.4559886,-3.6293837e-05,-2.456162706,-5.8180987e-05,0.007999999999995566
-2.456162706,-5.8180987e-05,-2.45633313,-0.000119894794,0.007999999999995566
-2.45633313,-0.000119894794,-2.45651023,-0.00015352247,0.007999999999995566
-2.45651023,-0.00015352247,-2.456718385,-0.0002902121,0.007999999999995566
-2.456718385,-0.0002902121,-2.45692268,-0.00038445945,0.007999999999995566
-2.45692268,-0.00038445945,-2.457122892,-0.0004639318,0.007999999999995566
-2.457122892,-0.0004639318,-2.457319155,-0.00055820734,0.007999999999995566
-2.457319155,-0.00055820734,-2.457541034,-0.00063841336,0.007999999999995566
-2.457541034,-0.00063841336,-2.45775862,-0.00073768076,0.007999999999995566
-2.45775862,-0.00073768076,-2.457997233,-0.00080776284,0.007999999999995566
-2.457997233,-0.00080776284,-2.458230898,-0.00090897887,0.007999999999995566
-2.458230898,-0.00090897887,-2.458487466,-0.0010071896,0.007999999999995566
-2.458487466,-0.0010071896,-2.45873891,-0.0011253913,0.007999999999995566
-2.45873891,-0.0011253913,-2.458985522,-0.0012427514,0.007999999999995566
-2.458985522,-0.0012427514,-2.45922737,-0.0013485156,0.007999999999995566
-2.45922737,-0.0013485156,-2.459487334,-0.0014098327,0.007999999999995566
-2.459487334,-0.0014098327,-2.459742114,-0.0015563465,0.007999999999995566
-2.459742114,-0.0015563465,-2.459983483,-0.0016436271,0.007999999999995566
